recency,spend_6m,career_focus,hobby_focus,career_stage,new_user,platform,campaign_group,platform_visit,conversion,spend_next_14d
9,192.33499999999998,0,1,Early career,1,Desktop,Hobby,1,0,0.0
3,112.333,0,1,Career switch,1,Desktop,Control,0,0,0.0
9,282.03499999999997,0,1,Mid/senior professional,0,Desktop,Hobby,0,0,0.0
9,74.087,1,0,Early career,1,Desktop,Career,0,0,0.0
7,288.496,1,0,Mid/senior professional,1,Mobile,Hobby,0,0,0.0
10,38.987,1,0,Mid/senior professional,1,Mobile,Control,0,0,0.0
1,639.249,1,0,Career switch,0,Mobile,Career,0,0,0.0
1,350.66200000000003,1,0,Mid/senior professional,1,Mobile,Control,0,0,0.0
4,196.027,1,0,Early career,0,Mobile,Control,0,0,0.0
8,52.689,1,0,Mid/senior professional,1,Mobile,Control,0,0,0.0
1,143.533,1,0,Mid/senior professional,0,Mobile,Hobby,0,0,0.0
9,97.136,1,0,Career switch,0,Desktop,Hobby,0,0,0.0
1,581.048,0,1,Mid/senior professional,0,Desktop,Career,0,0,0.0
5,380.614,1,1,Early career,0,Multichannel,Hobby,1,0,0.0
1,904.605,0,1,Mid/senior professional,1,Multichannel,Hobby,0,0,0.0
10,56.771,1,0,Early career,0,Mobile,Hobby,0,0,0.0
8,969.124,0,1,Mid/senior professional,1,Multichannel,Career,0,0,0.0
10,38.987,1,0,Mid/senior professional,0,Desktop,Career,0,0,0.0
9,261.72900000000004,1,1,Mid/senior professional,0,Multichannel,Control,1,0,0.0
5,187.14800000000002,1,0,Mid/senior professional,0,Desktop,Control,0,0,0.0
4,148.13500000000002,0,1,Career switch,1,Mobile,Hobby,1,0,0.0
9,76.349,0,1,Mid/senior professional,1,Desktop,Control,0,0,0.0
8,158.132,1,0,Career switch,1,Mobile,Control,0,0,0.0
1,277.706,1,0,Mid/senior professional,1,Mobile,Career,0,0,0.0
4,226.99300000000002,1,0,Early career,1,Mobile,Control,0,0,0.0
10,98.878,1,0,Career switch,0,Desktop,Career,0,0,0.0
8,38.987,0,1,Early career,0,Desktop,Hobby,0,0,0.0
6,125.619,1,0,Early career,1,Desktop,Control,0,0,0.0
4,116.792,0,1,Career switch,0,Mobile,Career,0,0,0.0
6,235.794,1,0,Career switch,0,Desktop,Career,0,0,0.0
8,166.01000000000002,1,0,Early career,0,Mobile,Career,0,0,0.0
12,218.43900000000002,1,0,Early career,0,Desktop,Control,0,0,0.0
5,214.097,1,0,Career switch,0,Mobile,Career,0,0,0.0
12,38.987,0,1,Career switch,0,Desktop,Control,0,0,0.0
7,252.79800000000003,0,1,Career switch,0,Mobile,Control,0,0,0.0
1,440.66100000000006,0,1,Early career,1,Desktop,Control,0,0,0.0
2,846.3389999999999,0,1,Career switch,1,Multichannel,Career,1,0,0.0
8,157.547,1,0,Mid/senior professional,1,Desktop,Control,1,0,0.0
1,132.977,1,0,Career switch,0,Desktop,Control,0,0,0.0
6,38.987,1,0,Career switch,1,Desktop,Hobby,0,0,0.0
10,315.61400000000003,1,0,Early career,1,Multichannel,Control,0,0,0.0
8,50.16700000000001,0,1,Mid/senior professional,0,Mobile,Career,0,0,0.0
1,768.5470000000001,0,1,Early career,1,Multichannel,Control,0,0,0.0
10,113.33400000000002,1,0,Early career,1,Mobile,Career,0,0,0.0
2,171.717,1,0,Career switch,0,Desktop,Control,0,0,0.0
6,112.658,1,0,Mid/senior professional,0,Mobile,Hobby,0,0,0.0
1,38.987,1,0,Career switch,0,Mobile,Career,0,0,0.0
3,237.133,1,0,Early career,1,Mobile,Control,0,0,0.0
6,53.638,1,0,Career switch,0,Mobile,Career,0,0,0.0
1,569.946,1,1,Career switch,0,Multichannel,Career,1,0,0.0
6,493.50600000000003,1,1,Mid/senior professional,0,Multichannel,Hobby,0,0,0.0
10,61.580999999999996,1,0,Career switch,1,Desktop,Control,0,0,0.0
11,38.987,1,0,Career switch,1,Mobile,Career,0,0,0.0
2,52.689,0,1,Early career,0,Desktop,Control,0,0,0.0
6,747.2790000000001,1,0,Career switch,1,Mobile,Hobby,0,0,0.0
4,980.863,0,1,Mid/senior professional,1,Desktop,Career,0,0,0.0
5,38.987,1,0,Mid/senior professional,0,Desktop,Career,0,0,0.0
2,93.223,0,1,Career switch,0,Mobile,Control,0,0,0.0
1,261.157,0,1,Mid/senior professional,1,Desktop,Hobby,0,0,0.0
3,571.298,1,0,Mid/senior professional,0,Mobile,Career,1,0,0.0
12,132.24900000000002,0,1,Early career,0,Desktop,Career,0,0,0.0
2,38.987,1,0,Career switch,0,Mobile,Career,0,0,0.0
7,192.205,1,0,Mid/senior professional,0,Mobile,Control,0,0,0.0
2,901.0690000000001,1,0,Early career,1,Desktop,Control,0,0,0.0
2,242.81400000000002,1,0,Mid/senior professional,0,Mobile,Hobby,0,0,0.0
1,38.987,0,1,Mid/senior professional,0,Mobile,Career,0,0,0.0
11,348.699,1,0,Career switch,0,Mobile,Hobby,0,0,0.0
8,236.54800000000003,0,1,Career switch,0,Desktop,Control,0,0,0.0
9,59.436,0,1,Career switch,1,Mobile,Control,0,0,0.0
11,66.534,1,0,Mid/senior professional,0,Desktop,Hobby,0,0,0.0
6,86.736,1,0,Mid/senior professional,1,Desktop,Career,0,0,0.0
7,616.6030000000001,1,0,Career switch,0,Mobile,Hobby,1,0,0.0
1,1117.636,0,1,Career switch,1,Desktop,Career,1,0,0.0
10,388.02400000000006,0,1,Career switch,0,Mobile,Hobby,0,0,0.0
6,126.46400000000001,1,0,Early career,1,Mobile,Control,0,0,0.0
11,38.987,0,1,Career switch,0,Mobile,Hobby,0,0,0.0
8,216.24200000000002,1,0,Mid/senior professional,1,Mobile,Career,0,0,0.0
4,38.987,1,0,Mid/senior professional,0,Mobile,Hobby,0,0,0.0
2,79.534,0,1,Mid/senior professional,0,Desktop,Career,0,0,0.0
2,535.873,1,0,Early career,0,Multichannel,Career,1,0,0.0
3,587.132,1,0,Early career,0,Desktop,Hobby,0,0,0.0
5,665.6910000000001,1,1,Mid/senior professional,1,Mobile,Hobby,0,0,0.0
2,317.863,0,1,Early career,0,Mobile,Career,0,0,0.0
4,38.987,1,0,Mid/senior professional,0,Mobile,Career,0,0,0.0
10,38.987,1,0,Career switch,0,Desktop,Hobby,0,0,0.0
6,73.606,1,0,Mid/senior professional,1,Desktop,Control,0,0,0.0
1,482.01399999999995,1,0,Mid/senior professional,0,Multichannel,Career,0,0,0.0
10,500.24,1,0,Career switch,0,Multichannel,Career,0,0,0.0
1,193.024,0,1,Mid/senior professional,0,Mobile,Hobby,0,0,0.0
5,669.357,1,0,Mid/senior professional,1,Mobile,Hobby,0,0,0.0
3,473.499,1,0,Mid/senior professional,0,Multichannel,Hobby,0,0,0.0
2,417.209,0,1,Career switch,1,Mobile,Hobby,0,0,0.0
3,69.927,1,0,Mid/senior professional,0,Mobile,Career,0,0,0.0
7,290.173,1,1,Career switch,0,Mobile,Career,1,0,0.0
6,399.594,0,1,Mid/senior professional,0,Mobile,Control,0,0,0.0
1,307.879,0,1,Career switch,1,Multichannel,Control,0,0,0.0
4,38.987,1,0,Early career,0,Mobile,Hobby,0,0,0.0
3,514.215,1,0,Career switch,0,Mobile,Hobby,0,0,0.0
12,38.987,1,0,Career switch,0,Desktop,Career,0,0,0.0
2,126.763,1,0,Early career,1,Mobile,Hobby,0,0,0.0
2,401.57,0,1,Early career,0,Desktop,Career,0,0,0.0
3,287.3,1,0,Mid/senior professional,0,Multichannel,Control,0,0,0.0
6,212.758,0,1,Early career,0,Desktop,Hobby,0,0,0.0
10,38.987,1,0,Mid/senior professional,0,Desktop,Career,1,0,0.0
3,520.663,0,1,Early career,0,Multichannel,Hobby,0,0,0.0
11,56.823,0,1,Career switch,0,Mobile,Hobby,0,0,0.0
10,626.652,0,1,Early career,1,Multichannel,Career,0,0,0.0
10,350.103,1,1,Mid/senior professional,0,Multichannel,Hobby,0,0,0.0
4,43.498000000000005,1,0,Career switch,0,Mobile,Control,0,0,0.0
2,1346.046,1,0,Career switch,1,Desktop,Control,0,0,0.0
1,38.987,0,1,Career switch,1,Mobile,Control,1,0,0.0
1,622.648,0,1,Mid/senior professional,1,Multichannel,Control,0,0,0.0
9,538.889,0,1,Early career,0,Multichannel,Control,0,0,0.0
1,815.3860000000001,0,1,Mid/senior professional,1,Desktop,Career,0,0,0.0
4,388.011,1,1,Mid/senior professional,1,Mobile,Control,0,0,0.0
1,851.604,1,1,Early career,1,Desktop,Hobby,1,0,0.0
8,697.164,0,1,Mid/senior professional,1,Multichannel,Career,0,0,0.0
11,38.987,1,0,Mid/senior professional,1,Mobile,Hobby,0,0,0.0
4,525.148,1,0,Mid/senior professional,1,Desktop,Control,1,0,0.0
1,1182.324,1,0,Career switch,1,Multichannel,Control,0,0,0.0
3,537.095,1,1,Early career,0,Desktop,Career,0,0,0.0
1,896.649,1,0,Mid/senior professional,1,Multichannel,Control,0,0,0.0
3,111.92999999999999,1,0,Career switch,0,Mobile,Control,0,0,0.0
4,311.636,1,0,Mid/senior professional,0,Desktop,Control,0,0,0.0
3,64.818,1,0,Career switch,1,Desktop,Career,0,0,0.0
7,214.56500000000003,0,1,Career switch,0,Desktop,Career,1,0,0.0
10,56.823,1,0,Career switch,0,Mobile,Career,0,0,0.0
6,211.354,0,1,Mid/senior professional,1,Mobile,Control,0,0,0.0
10,186.17300000000003,0,1,Career switch,1,Desktop,Career,0,0,0.0
3,205.803,0,1,Early career,1,Mobile,Hobby,0,0,0.0
2,139.763,0,1,Mid/senior professional,1,Mobile,Hobby,0,0,0.0
9,104.117,0,1,Career switch,1,Desktop,Career,0,0,0.0
8,164.541,1,0,Career switch,0,Mobile,Career,0,0,0.0
9,149.33100000000002,0,1,Early career,0,Desktop,Control,0,0,0.0
11,254.072,1,0,Mid/senior professional,0,Mobile,Hobby,0,0,0.0
11,472.75800000000004,1,0,Career switch,1,Desktop,Career,0,0,0.0
4,86.71000000000001,0,1,Career switch,1,Desktop,Control,0,0,0.0
6,788.801,1,1,Early career,1,Multichannel,Career,0,0,0.0
7,135.447,0,1,Mid/senior professional,1,Desktop,Career,0,0,0.0
2,486.00500000000005,0,1,Career switch,0,Desktop,Career,0,0,0.0
9,427.245,0,1,Mid/senior professional,0,Mobile,Control,0,0,0.0
1,430.456,0,1,Mid/senior professional,0,Mobile,Hobby,1,0,0.0
4,96.86300000000001,1,0,Mid/senior professional,0,Mobile,Control,0,0,0.0
2,346.82700000000006,0,1,Mid/senior professional,1,Multichannel,Control,0,0,0.0
7,211.224,1,0,Career switch,0,Desktop,Hobby,0,0,0.0
10,174.53799999999998,0,1,Early career,1,Mobile,Hobby,1,0,0.0
8,135.85,0,1,Career switch,1,Mobile,Career,0,0,0.0
2,308.32099999999997,1,0,Career switch,1,Mobile,Control,0,0,0.0
4,91.23400000000001,0,1,Career switch,1,Desktop,Career,0,0,0.0
4,349.96,1,0,Career switch,0,Mobile,Career,1,0,0.0
1,120.341,0,1,Career switch,1,Mobile,Control,1,0,0.0
2,371.18899999999996,0,1,Mid/senior professional,0,Desktop,Career,0,0,0.0
3,38.987,0,1,Career switch,1,Desktop,Career,1,0,0.0
1,654.342,0,1,Early career,1,Desktop,Hobby,1,0,0.0
9,67.743,0,1,Career switch,1,Mobile,Control,0,0,0.0
10,93.379,1,0,Mid/senior professional,1,Mobile,Hobby,0,0,0.0
1,351.013,0,1,Career switch,0,Multichannel,Hobby,1,0,0.0
3,152.165,0,1,Career switch,0,Mobile,Career,0,0,0.0
5,463.021,1,0,Mid/senior professional,1,Desktop,Hobby,0,0,0.0
1,77.84400000000001,1,0,Mid/senior professional,0,Desktop,Hobby,0,0,0.0
11,38.987,0,1,Mid/senior professional,1,Desktop,Career,0,0,0.0
2,38.987,1,0,Mid/senior professional,0,Desktop,Hobby,0,0,0.0
1,972.4,0,1,Mid/senior professional,1,Mobile,Hobby,0,0,0.0
12,89.531,1,0,Career switch,1,Mobile,Hobby,0,0,0.0
7,449.68300000000005,1,0,Career switch,0,Mobile,Hobby,0,0,0.0
6,356.56399999999996,1,0,Mid/senior professional,0,Desktop,Hobby,0,0,0.0
1,133.016,0,1,Mid/senior professional,0,Desktop,Hobby,0,0,0.0
5,43.68000000000001,1,0,Career switch,1,Mobile,Hobby,0,0,0.0
3,642.928,0,1,Career switch,1,Multichannel,Career,1,0,0.0
8,38.987,1,0,Career switch,0,Mobile,Control,0,0,0.0
9,38.987,0,1,Career switch,1,Mobile,Control,0,0,0.0
6,59.748000000000005,1,0,Career switch,0,Mobile,Career,0,0,0.0
10,218.27,0,1,Career switch,0,Desktop,Hobby,0,0,0.0
3,640.562,0,1,Mid/senior professional,0,Desktop,Career,0,0,0.0
1,205.959,0,1,Mid/senior professional,1,Desktop,Career,0,0,0.0
10,55.601000000000006,1,0,Mid/senior professional,1,Desktop,Hobby,0,0,0.0
4,297.791,1,0,Career switch,0,Desktop,Career,0,0,0.0
7,66.261,1,0,Career switch,1,Mobile,Hobby,0,0,0.0
9,90.779,1,0,Career switch,0,Mobile,Control,0,0,0.0
12,144.924,0,1,Mid/senior professional,1,Mobile,Career,0,0,0.0
6,227.53900000000002,0,1,Mid/senior professional,0,Desktop,Hobby,0,0,0.0
9,301.56100000000004,1,1,Career switch,1,Desktop,Control,0,0,0.0
5,1475.123,0,1,Career switch,1,Mobile,Control,0,0,0.0
10,55.016000000000005,1,0,Career switch,1,Mobile,Hobby,0,0,0.0
10,99.32000000000001,0,1,Mid/senior professional,0,Desktop,Control,0,0,0.0
9,197.457,0,1,Mid/senior professional,0,Desktop,Career,0,0,0.0
4,858.013,0,1,Mid/senior professional,1,Mobile,Hobby,0,0,0.0
2,104.819,1,0,Career switch,0,Mobile,Career,0,0,0.0
11,225.12099999999998,0,1,Early career,0,Desktop,Career,0,0,0.0
4,38.987,1,0,Mid/senior professional,0,Desktop,Career,1,0,0.0
4,374.413,0,1,Career switch,0,Multichannel,Career,0,0,0.0
6,57.629,0,1,Career switch,0,Mobile,Career,0,0,0.0
11,300.209,1,1,Early career,0,Desktop,Control,1,0,0.0
12,320.255,0,1,Early career,0,Desktop,Control,0,0,0.0
11,120.783,0,1,Mid/senior professional,1,Desktop,Hobby,0,0,0.0
10,673.725,1,1,Career switch,1,Mobile,Career,0,0,0.0
7,123.955,1,0,Mid/senior professional,0,Desktop,Hobby,0,0,0.0
4,316.602,0,1,Mid/senior professional,0,Mobile,Career,1,0,0.0
1,465.40000000000003,1,0,Career switch,1,Mobile,Control,0,0,0.0
2,563.186,0,1,Early career,1,Desktop,Career,0,0,0.0
1,918.346,1,0,Career switch,1,Mobile,Hobby,0,0,0.0
12,54.431,0,1,Mid/senior professional,1,Mobile,Hobby,0,0,0.0
4,210.652,1,0,Career switch,0,Mobile,Control,0,0,0.0
6,117.117,0,1,Mid/senior professional,1,Mobile,Career,0,0,0.0
10,473.99300000000005,1,1,Mid/senior professional,0,Desktop,Career,0,0,0.0
4,351.052,1,0,Career switch,1,Desktop,Control,0,0,0.0
5,838.955,0,1,Career switch,1,Desktop,Hobby,0,0,0.0
5,205.28300000000002,1,0,Mid/senior professional,0,Desktop,Career,1,0,0.0
7,74.828,0,1,Career switch,0,Mobile,Career,0,0,0.0
7,107.224,0,1,Career switch,0,Mobile,Control,0,0,0.0
10,637.819,1,0,Career switch,0,Desktop,Career,0,0,0.0
9,173.108,0,1,Early career,0,Mobile,Control,0,0,0.0
1,529.828,0,1,Early career,0,Mobile,Career,0,0,0.0
10,190.697,1,0,Mid/senior professional,0,Mobile,Career,0,0,0.0
2,335.569,1,0,Mid/senior professional,0,Desktop,Hobby,0,0,0.0
1,134.498,1,0,Mid/senior professional,1,Mobile,Control,0,0,0.0
8,100.11300000000001,0,1,Mid/senior professional,1,Mobile,Control,0,0,0.0
2,123.292,1,0,Career switch,0,Mobile,Control,0,0,0.0
6,134.797,1,0,Mid/senior professional,0,Mobile,Career,0,0,0.0
4,861.7180000000001,1,1,Mid/senior professional,1,Desktop,Hobby,0,0,0.0
1,814.476,1,1,Career switch,1,Desktop,Control,1,0,0.0
10,142.376,0,1,Mid/senior professional,0,Desktop,Control,0,0,0.0
12,43.29,0,1,Career switch,0,Desktop,Hobby,0,0,0.0
5,133.601,0,1,Mid/senior professional,1,Desktop,Career,1,0,0.0
7,76.011,1,0,Career switch,0,Mobile,Control,0,0,0.0
5,38.987,1,0,Mid/senior professional,1,Mobile,Control,0,0,0.0
9,413.179,1,1,Career switch,1,Mobile,Hobby,0,0,0.0
4,325.208,1,0,Mid/senior professional,0,Mobile,Control,0,0,0.0
6,38.987,0,1,Career switch,0,Mobile,Career,0,0,0.0
6,38.987,0,1,Career switch,0,Desktop,Career,0,0,0.0
9,38.987,1,0,Mid/senior professional,1,Desktop,Control,0,0,0.0
7,634.2180000000001,0,1,Mid/senior professional,0,Mobile,Career,0,0,0.0
2,123.604,0,1,Mid/senior professional,0,Mobile,Control,0,0,0.0
3,46.28,0,1,Mid/senior professional,1,Mobile,Control,0,0,0.0
3,699.8160000000001,1,0,Career switch,1,Multichannel,Hobby,0,0,0.0
2,673.764,0,1,Career switch,1,Multichannel,Career,0,0,0.0
7,136.04500000000002,1,0,Mid/senior professional,0,Desktop,Control,0,0,0.0
2,178.685,1,0,Mid/senior professional,0,Desktop,Hobby,0,0,0.0
2,204.321,1,0,Career switch,0,Mobile,Career,1,0,0.0
12,55.12,0,1,Early career,0,Mobile,Hobby,0,0,0.0
3,38.987,1,0,Career switch,1,Desktop,Hobby,0,0,0.0
7,91.23400000000001,0,1,Mid/senior professional,0,Mobile,Hobby,0,0,0.0
4,38.987,1,0,Mid/senior professional,0,Mobile,Hobby,0,0,0.0
11,117.793,1,0,Mid/senior professional,0,Mobile,Control,0,0,0.0
1,93.60000000000001,0,1,Career switch,0,Mobile,Control,0,0,0.0
2,142.233,0,1,Mid/senior professional,1,Desktop,Career,0,0,0.0
1,38.987,0,1,Career switch,0,Mobile,Career,0,0,0.0
1,143.55900000000003,1,0,Career switch,1,Desktop,Hobby,0,0,0.0
1,38.987,0,1,Career switch,1,Desktop,Hobby,0,0,0.0
9,38.987,1,0,Career switch,0,Desktop,Career,0,0,0.0
2,282.867,0,1,Career switch,1,Mobile,Hobby,0,0,0.0
6,43.797,1,0,Career switch,0,Desktop,Control,1,0,0.0
8,749.4110000000001,1,0,Mid/senior professional,1,Mobile,Career,0,0,0.0
11,575.965,1,0,Career switch,0,Desktop,Hobby,0,0,0.0
5,38.987,1,0,Career switch,0,Desktop,Control,0,0,0.0
1,624.013,1,0,Career switch,0,Multichannel,Hobby,0,0,0.0
1,106.82100000000001,1,0,Mid/senior professional,1,Desktop,Control,0,0,0.0
1,171.431,1,0,Career switch,0,Mobile,Career,0,0,0.0
3,431.938,1,1,Career switch,0,Mobile,Career,0,0,0.0
9,205.67300000000003,1,0,Career switch,0,Mobile,Control,0,0,0.0
3,96.122,1,0,Early career,0,Desktop,Career,0,0,0.0
7,186.48499999999999,0,1,Mid/senior professional,0,Desktop,Hobby,1,0,0.0
9,639.704,0,1,Mid/senior professional,0,Multichannel,Hobby,0,0,0.0
9,56.537000000000006,1,0,Career switch,1,Mobile,Control,0,0,0.0
2,98.878,0,1,Career switch,0,Mobile,Control,0,0,0.0
1,1526.941,1,0,Career switch,1,Multichannel,Hobby,0,0,0.0
10,307.788,0,1,Career switch,1,Mobile,Control,0,0,0.0
5,519.61,1,0,Career switch,0,Desktop,Career,1,0,0.0
6,66.027,0,1,Early career,1,Mobile,Hobby,0,0,0.0
12,45.162000000000006,1,0,Mid/senior professional,0,Mobile,Career,0,0,0.0
9,83.031,0,1,Career switch,0,Desktop,Control,1,0,0.0
3,190.91800000000003,0,1,Career switch,0,Desktop,Hobby,0,0,0.0
6,188.188,1,0,Career switch,1,Mobile,Control,0,0,0.0
10,38.987,0,1,Career switch,1,Desktop,Career,0,0,0.0
11,325.091,0,1,Mid/senior professional,1,Desktop,Career,0,0,0.0
2,401.713,1,0,Early career,1,Mobile,Hobby,0,0,0.0
10,141.297,0,1,Early career,1,Desktop,Career,0,0,0.0
2,566.085,1,1,Mid/senior professional,0,Multichannel,Control,1,0,0.0
8,137.709,0,1,Mid/senior professional,1,Desktop,Career,0,0,0.0
10,320.996,1,1,Career switch,1,Multichannel,Career,0,0,0.0
2,323.7,1,0,Career switch,0,Desktop,Career,0,0,0.0
3,142.376,0,1,Career switch,1,Desktop,Career,0,0,0.0
4,178.191,0,1,Early career,0,Mobile,Career,0,0,0.0
7,357.084,1,1,Career switch,0,Desktop,Hobby,0,0,0.0
10,38.987,0,1,Mid/senior professional,1,Desktop,Hobby,0,0,0.0
12,38.987,1,0,Mid/senior professional,0,Mobile,Control,0,0,0.0
6,81.12,0,1,Mid/senior professional,1,Desktop,Control,0,0,0.0
5,167.973,1,0,Career switch,1,Desktop,Control,0,0,0.0
2,337.571,1,0,Early career,0,Desktop,Control,0,0,0.0
1,133.029,0,1,Career switch,0,Desktop,Control,0,0,0.0
9,38.987,1,0,Mid/senior professional,1,Desktop,Hobby,0,0,0.0
11,58.474,1,0,Career switch,0,Mobile,Career,0,0,0.0
3,1127.646,1,0,Early career,1,Multichannel,Hobby,0,0,0.0
2,160.03,0,1,Early career,0,Mobile,Hobby,0,0,0.0
2,195.52,0,1,Mid/senior professional,0,Mobile,Control,0,0,0.0
3,103.337,0,1,Career switch,0,Mobile,Career,0,0,0.0
2,177.047,0,1,Career switch,1,Mobile,Career,0,0,0.0
11,210.327,1,0,Mid/senior professional,0,Desktop,Career,0,0,0.0
4,73.541,1,0,Mid/senior professional,0,Desktop,Control,0,0,0.0
9,56.199,0,1,Career switch,0,Mobile,Control,0,0,0.0
8,38.987,0,1,Mid/senior professional,1,Mobile,Career,0,0,0.0
2,490.75,1,0,Mid/senior professional,0,Desktop,Control,1,0,0.0
1,169.52,1,0,Career switch,1,Mobile,Career,0,0,0.0
11,107.01599999999999,0,1,Career switch,1,Desktop,Career,0,0,0.0
7,223.522,1,0,Mid/senior professional,1,Mobile,Control,0,0,0.0
7,131.69,0,1,Early career,1,Desktop,Hobby,0,0,0.0
1,150.371,1,0,Mid/senior professional,0,Mobile,Control,0,0,0.0
10,44.642,0,1,Mid/senior professional,0,Mobile,Hobby,1,0,0.0
11,320.944,0,1,Mid/senior professional,1,Mobile,Career,0,0,0.0
10,116.40200000000002,1,0,Career switch,1,Mobile,Career,0,0,0.0
4,38.987,0,1,Early career,1,Desktop,Hobby,0,0,0.0
12,65.23400000000001,0,1,Career switch,0,Mobile,Career,0,0,0.0
1,670.852,1,1,Mid/senior professional,1,Mobile,Career,0,0,0.0
6,193.05,1,0,Career switch,1,Mobile,Control,0,0,0.0
10,518.6220000000001,0,1,Career switch,1,Mobile,Hobby,0,0,0.0
1,197.62600000000003,0,1,Career switch,0,Desktop,Career,0,0,0.0
8,38.987,1,0,Career switch,1,Mobile,Hobby,0,0,0.0
6,206.596,1,0,Career switch,0,Mobile,Control,1,0,0.0
10,38.987,1,0,Early career,1,Desktop,Hobby,0,0,0.0
2,123.87700000000001,1,0,Mid/senior professional,1,Mobile,Career,0,0,0.0
3,67.366,0,1,Mid/senior professional,1,Desktop,Hobby,0,0,0.0
2,180.102,1,0,Career switch,0,Desktop,Career,0,0,0.0
7,38.987,0,1,Career switch,0,Desktop,Career,0,0,0.0
5,294.853,1,1,Career switch,0,Mobile,Hobby,0,0,0.0
12,38.987,1,0,Career switch,0,Desktop,Control,0,0,0.0
2,709.02,1,0,Career switch,1,Multichannel,Hobby,0,0,0.0
2,145.02800000000002,1,0,Mid/senior professional,1,Desktop,Control,0,0,0.0
8,38.987,0,1,Mid/senior professional,1,Desktop,Control,0,0,0.0
7,312.611,1,0,Mid/senior professional,0,Mobile,Career,0,0,0.0
4,282.98400000000004,1,0,Mid/senior professional,1,Desktop,Career,0,0,0.0
3,223.78199999999998,0,1,Early career,1,Desktop,Control,0,0,0.0
11,71.175,1,0,Mid/senior professional,0,Desktop,Career,0,0,0.0
6,475.21500000000003,1,0,Career switch,1,Mobile,Hobby,0,0,0.0
10,142.90900000000002,0,1,Career switch,0,Mobile,Control,1,0,0.0
11,308.724,0,1,Mid/senior professional,1,Mobile,Hobby,0,0,0.0
6,1261.286,0,1,Career switch,1,Mobile,Control,0,0,0.0
6,108.08200000000001,0,1,Mid/senior professional,0,Desktop,Control,1,0,0.0
12,383.87700000000007,1,0,Mid/senior professional,0,Mobile,Control,0,0,0.0
12,190.749,0,1,Career switch,0,Desktop,Control,0,0,0.0
10,118.768,0,1,Early career,0,Mobile,Control,0,0,0.0
7,38.987,1,0,Mid/senior professional,1,Desktop,Hobby,0,0,0.0
5,111.41000000000001,1,0,Mid/senior professional,0,Desktop,Career,0,0,0.0
7,335.257,1,1,Mid/senior professional,0,Multichannel,Control,0,0,0.0
3,72.878,1,0,Mid/senior professional,0,Mobile,Hobby,0,0,0.0
10,44.902,1,0,Early career,0,Desktop,Career,0,0,0.0
1,615.732,1,1,Career switch,0,Multichannel,Career,1,0,0.0
7,61.217000000000006,0,1,Career switch,0,Desktop,Control,1,0,0.0
7,38.987,0,1,Early career,0,Desktop,Career,0,0,0.0
10,244.23100000000002,0,1,Career switch,0,Desktop,Control,0,0,0.0
9,461.539,0,1,Career switch,1,Mobile,Career,0,0,0.0
11,197.249,0,1,Mid/senior professional,0,Desktop,Control,0,0,0.0
5,490.25600000000003,0,1,Career switch,0,Multichannel,Hobby,1,0,0.0
3,107.224,1,0,Mid/senior professional,1,Desktop,Control,0,0,0.0
6,80.223,0,1,Mid/senior professional,1,Mobile,Control,0,0,0.0
7,649.532,1,1,Early career,0,Mobile,Career,0,0,0.0
7,38.987,1,0,Mid/senior professional,0,Desktop,Career,0,0,0.0
11,134.121,0,1,Early career,0,Mobile,Career,0,0,0.0
7,57.005,0,1,Career switch,0,Mobile,Control,0,0,0.0
9,82.394,1,0,Mid/senior professional,1,Desktop,Career,1,0,0.0
10,140.23100000000002,0,1,Career switch,0,Desktop,Career,0,0,0.0
8,285.66200000000003,0,1,Mid/senior professional,0,Mobile,Career,0,0,0.0
7,716.8589999999999,1,0,Career switch,1,Mobile,Hobby,0,0,0.0
8,55.406,1,0,Career switch,0,Mobile,Control,0,0,0.0
3,960.687,1,1,Mid/senior professional,1,Multichannel,Control,0,0,0.0
2,1040.91,1,0,Mid/senior professional,1,Mobile,Career,0,0,0.0
2,872.456,1,0,Career switch,1,Desktop,Control,0,0,0.0
2,234.806,1,0,Early career,1,Desktop,Career,0,0,0.0
4,116.896,1,0,Mid/senior professional,0,Mobile,Career,1,0,0.0
8,151.905,1,0,Mid/senior professional,0,Mobile,Hobby,0,0,0.0
1,42.964999999999996,0,1,Mid/senior professional,0,Desktop,Career,0,0,0.0
6,449.66999999999996,1,1,Early career,0,Multichannel,Control,0,0,0.0
10,38.987,1,0,Career switch,0,Mobile,Hobby,0,0,0.0
11,180.245,0,1,Mid/senior professional,0,Desktop,Control,0,0,0.0
12,126.308,0,1,Career switch,0,Mobile,Hobby,0,0,0.0
10,49.218,0,1,Mid/senior professional,0,Mobile,Career,0,0,0.0
1,92.794,1,0,Career switch,1,Desktop,Control,0,0,0.0
9,47.944,0,1,Career switch,1,Mobile,Hobby,0,0,0.0
5,94.302,0,1,Early career,0,Mobile,Career,1,0,0.0
9,38.987,0,1,Career switch,1,Mobile,Hobby,0,0,0.0
1,143.065,0,1,Career switch,0,Mobile,Hobby,0,0,0.0
6,270.309,1,0,Early career,0,Mobile,Career,1,0,0.0
4,89.271,1,0,Early career,1,Desktop,Career,0,0,0.0
4,452.348,0,1,Career switch,0,Mobile,Control,0,0,0.0
7,493.454,1,0,Mid/senior professional,0,Mobile,Control,0,0,0.0
2,426.738,1,0,Career switch,1,Desktop,Career,0,0,0.0
